instant,dteday,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_check,season,time_cluster
254,2011-01-11,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,29,1,Malam
255,2011-01-11,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,19,1,Malam
256,2011-01-12,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,7,1,
257,2011-01-12,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,6,1,Pagi
258,2011-01-12,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,1,1,Pagi
259,2011-01-12,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,5,1,Pagi
260,2011-01-12,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,16,1,Pagi
261,2011-01-12,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,54,1,Siang
262,2011-01-12,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,128,1,Siang
263,2011-01-12,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,81,1,Siang
264,2011-01-12,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,39,1,Siang
265,2011-01-12,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,35,1,Siang
266,2011-01-12,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,55,1,Siang
267,2011-01-12,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,49,1,Sore
268,2011-01-12,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,44,1,Sore
269,2011-01-12,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,49,1,Sore
270,2011-01-12,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,68,1,Sore
271,2011-01-12,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,139,1,Sore
272,2011-01-12,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,137,1,Sore
273,2011-01-12,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,83,1,Malam
274,2011-01-12,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,56,1,Malam
275,2011-01-12,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,57,1,Malam
276,2011-01-12,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,33,1,Malam
277,2011-01-12,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,20,1,Malam
278,2011-01-13,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,7,1,
279,2011-01-13,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,2,1,Pagi
280,2011-01-13,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,2,1,Pagi
281,2011-01-13,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,3,1,Pagi
282,2011-01-13,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,4,1,Pagi
283,2011-01-13,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,3,1,Pagi
284,2011-01-13,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,28,1,Pagi
285,2011-01-13,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,72,1,Siang
286,2011-01-13,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,202,1,Siang
287,2011-01-13,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,139,1,Siang
288,2011-01-13,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,38,1,Siang
289,2011-01-13,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,37,1,Siang
290,2011-01-13,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,52,1,Siang
291,2011-01-13,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,83,1,Sore
292,2011-01-13,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,42,1,Sore
293,2011-01-13,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,60,1,Sore
294,2011-01-13,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,78,1,Sore
295,2011-01-13,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,162,1,Sore
296,2011-01-13,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,144,1,Sore
297,2011-01-13,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,99,1,Malam
298,2011-01-13,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,64,1,Malam
299,2011-01-13,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,40,1,Malam
300,2011-01-13,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,30,1,Malam
301,2011-01-13,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,15,1,Malam
302,2011-01-14,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,14,1,
303,2011-01-14,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,5,1,Pagi
304,2011-01-14,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,1,1,Pagi
305,2011-01-14,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,1,1,Pagi
306,2011-01-14,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,8,1,Pagi
307,2011-01-14,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,17,1,Pagi
308,2011-01-14,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,70,1,Siang
309,2011-01-14,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,158,1,Siang
310,2011-01-14,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,117,1,Siang
311,2011-01-14,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,44,1,Siang
312,2011-01-14,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,53,1,Siang
313,2011-01-14,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,61,1,Siang
314,2011-01-14,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,77,1,Sore
315,2011-01-14,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,64,1,Sore
316,2011-01-14,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,68,1,Sore
317,2011-01-14,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,90,1,Sore
318,2011-01-14,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,159,1,Sore
319,2011-01-14,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,139,1,Sore
320,2011-01-14,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,92,1,Malam
321,2011-01-14,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,68,1,Malam
322,2011-01-14,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,52,1,Malam
323,2011-01-14,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,36,1,Malam
324,2011-01-14,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,27,1,Malam
325,2011-01-15,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,28,1,
326,2011-01-15,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,20,1,Pagi
327,2011-01-15,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,12,1,Pagi
328,2011-01-15,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,8,1,Pagi
329,2011-01-15,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,5,1,Pagi
330,2011-01-15,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,1,1,Pagi
331,2011-01-15,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,3,1,Pagi
332,2011-01-15,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,10,1,Siang
333,2011-01-15,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,23,1,Siang
334,2011-01-15,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,33,1,Siang
335,2011-01-15,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,59,1,Siang
336,2011-01-15,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,72,1,Siang
337,2011-01-15,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,89,1,Siang
338,2011-01-15,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,101,1,Sore
339,2011-01-15,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,118,1,Sore
340,2011-01-15,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,129,1,Sore
341,2011-01-15,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,128,1,Sore
342,2011-01-15,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,83,1,Sore
343,2011-01-15,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,84,1,Sore
344,2011-01-15,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,74,1,Malam
345,2011-01-15,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,41,1,Malam
346,2011-01-15,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,57,1,Malam
347,2011-01-15,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,26,1,Malam
348,2011-01-15,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,44,1,Malam
349,2011-01-16,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,39,1,
350,2011-01-16,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,23,1,Pagi
351,2011-01-16,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,16,1,Pagi
352,2011-01-16,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,15,1,Pagi
353,2011-01-16,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,1,1,Pagi
354,2011-01-16,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,2,1,Pagi
355,2011-01-16,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,1,1,Pagi
356,2011-01-16,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,3,1,Siang
357,2011-01-16,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,18,1,Siang
358,2011-01-16,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,32,1,Siang
359,2011-01-16,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,79,1,Siang
360,2011-01-16,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,93,1,Siang
361,2011-01-16,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,104,1,Siang
362,2011-01-16,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,118,1,Sore
363,2011-01-16,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,91,1,Sore
364,2011-01-16,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,113,1,Sore
365,2011-01-16,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,99,1,Sore
366,2011-01-16,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,105,1,Sore
367,2011-01-16,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,67,1,Sore
368,2011-01-16,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,61,1,Malam
369,2011-01-16,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,57,1,Malam
370,2011-01-16,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,28,1,Malam
371,2011-01-16,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,21,1,Malam
372,2011-01-16,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,18,1,Malam
373,2011-01-17,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,17,1,
374,2011-01-17,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,16,1,Pagi
375,2011-01-17,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,8,1,Pagi
376,2011-01-17,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,2,1,Pagi
377,2011-01-17,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,3,1,Pagi
378,2011-01-17,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,1,1,Pagi
379,2011-01-17,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,5,1,Pagi
380,2011-01-17,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,13,1,Siang
381,2011-01-17,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,33,1,Siang
382,2011-01-17,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,47,1,Siang
383,2011-01-17,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,57,1,Siang
384,2011-01-17,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,64,1,Siang
385,2011-01-17,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,80,1,Siang
386,2011-01-17,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,93,1,Sore
387,2011-01-17,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,86,1,Sore
388,2011-01-17,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,93,1,Sore
389,2011-01-17,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,82,1,Sore
390,2011-01-17,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,71,1,Sore
391,2011-01-17,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,92,1,Sore
392,2011-01-17,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,60,1,Malam
393,2011-01-17,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,33,1,Malam
394,2011-01-17,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,27,1,Malam
395,2011-01-17,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,13,1,Malam
396,2011-01-17,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,4,1,Malam
397,2011-01-18,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,3,1,Siang
398,2011-01-18,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,22,1,Sore
399,2011-01-18,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,28,1,Sore
400,2011-01-18,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,35,1,Sore
401,2011-01-18,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,61,1,Sore
402,2011-01-18,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,125,1,Sore
403,2011-01-18,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,133,1,Sore
404,2011-01-18,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,99,1,Malam
405,2011-01-18,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,83,1,Malam
406,2011-01-18,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,41,1,Malam
407,2011-01-18,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,33,1,Malam
408,2011-01-18,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,20,1,Malam
409,2011-01-19,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,3,1,
410,2011-01-19,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,7,1,Pagi
411,2011-01-19,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,3,1,Pagi
412,2011-01-19,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,2,1,Pagi
413,2011-01-19,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,7,1,Pagi
414,2011-01-19,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,32,1,Pagi
415,2011-01-19,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,90,1,Siang
416,2011-01-19,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,197,1,Siang
417,2011-01-19,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,109,1,Siang
418,2011-01-19,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,47,1,Siang
419,2011-01-19,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,52,1,Siang
420,2011-01-19,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,70,1,Siang
421,2011-01-19,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,78,1,Sore
422,2011-01-19,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,75,1,Sore
423,2011-01-19,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,82,1,Sore
424,2011-01-19,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,104,1,Sore
425,2011-01-19,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,197,1,Sore
426,2011-01-19,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,161,1,Sore
427,2011-01-19,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,112,1,Malam
428,2011-01-19,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,76,1,Malam
429,2011-01-19,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,59,1,Malam
430,2011-01-19,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,59,1,Malam
431,2011-01-19,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,28,1,Malam
432,2011-01-20,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,13,1,
433,2011-01-20,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5,5,1,Pagi
434,2011-01-20,0,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2,2,1,Pagi
435,2011-01-20,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,1,1,Pagi
436,2011-01-20,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,1,1,Pagi
437,2011-01-20,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,6,1,Pagi
438,2011-01-20,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,35,1,Pagi
439,2011-01-20,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,101,1,Siang
440,2011-01-20,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,249,1,Siang
441,2011-01-20,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,143,1,Siang
442,2011-01-20,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,57,1,Siang
443,2011-01-20,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,68,1,Siang
444,2011-01-20,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84,84,1,Siang
445,2011-01-20,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,98,1,Sore
446,2011-01-20,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,81,1,Sore
447,2011-01-20,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,70,1,Sore
448,2011-01-20,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,91,1,Sore
449,2011-01-20,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,215,1,Sore
450,2011-01-20,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,185,1,Sore
451,2011-01-20,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,152,1,Malam
452,2011-01-20,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,126,1,Malam
453,2011-01-20,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,57,1,Malam
454,2011-01-20,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,56,1,Malam
455,2011-01-20,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,31,1,Malam
456,2011-01-21,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,21,1,
457,2011-01-21,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,6,1,Pagi
458,2011-01-21,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,2,1,Pagi
459,2011-01-21,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,1,1,Pagi
460,2011-01-21,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,1,1,Pagi
461,2011-01-21,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5,5,1,Pagi
462,2011-01-21,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,27,1,Pagi
463,2011-01-21,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,68,1,Siang
464,2011-01-21,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,217,1,Siang
465,2011-01-21,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,166,1,Siang
466,2011-01-21,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63,63,1,Siang
467,2011-01-21,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59,59,1,Siang
468,2011-01-21,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78,78,1,Siang
469,2011-01-21,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73,73,1,Sore
470,2011-01-21,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62,62,1,Sore
471,2011-01-21,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65,65,1,Sore
472,2011-01-21,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97,97,1,Sore
473,2011-01-21,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161,161,1,Sore
474,2011-01-21,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120,120,1,Sore
475,2011-01-21,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96,96,1,Malam
476,2011-01-21,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53,53,1,Malam
477,2011-01-21,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41,41,1,Malam
478,2011-01-21,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34,34,1,Malam
479,2011-01-21,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27,27,1,Malam
480,2011-01-22,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13,13,1,
481,2011-01-22,0,1,1,0,6,0,2,0.04,0.0,0.41,0.3881,3,9,12,12,1,Pagi
482,2011-01-22,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11,11,1,Pagi
483,2011-01-22,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7,7,1,Pagi
484,2011-01-22,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3,3,1,Pagi
485,2011-01-22,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2,2,1,Pagi
486,2011-01-22,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8,8,1,Siang
487,2011-01-22,0,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,1,26,27,27,1,Siang
488,2011-01-22,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40,40,1,Siang
489,2011-01-22,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53,53,1,Siang
490,2011-01-22,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63,63,1,Siang
491,2011-01-22,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70,70,1,Siang
492,2011-01-22,0,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,12,72,84,84,1,Sore
493,2011-01-22,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75,75,1,Sore
494,2011-01-22,0,1,15,0,6,0,1,0.12,0.1515,0.28,0.0,10,93,103,103,1,Sore
495,2011-01-22,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,83,83,1,Sore
496,2011-01-22,0,1,17,0,6,0,1,0.12,0.197,0.28,0.0,8,59,67,67,1,Sore
497,2011-01-22,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54,54,1,Sore
498,2011-01-22,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59,59,1,Malam
499,2011-01-22,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45,45,1,Malam
500,2011-01-22,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39,39,1,Malam
501,2011-01-22,0,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,7,23,30,30,1,Malam
502,2011-01-22,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33,33,1,Malam
503,2011-01-23,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22,22,1,
504,2011-01-23,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13,13,1,Pagi
505,2011-01-23,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18,18,1,Pagi
506,2011-01-23,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5,5,1,Pagi
507,2011-01-23,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3,3,1,Pagi
